Name,DOB,SSN,Zip,Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss
Blisse Dunnett,1/24/1982,142-78-3950,98730,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,43,United-States,<=50K,41,0,0
Gerald Medcraft,8/30/1972,532-71-1090,94712,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,15,United-States,<=50K,51,0,0
Ira Redmayne,5/14/2004,830-61-7365,47343,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,42,United-States,<=50K,19,0,1741
Cletis Borell,3/8/1973,161-46-4486,73620,Private,Assoc-voc,11,Divorced,Sales,Unmarried,Black,Female,25,United-States,<=50K,50,0,0
Hilarius Bishopp,7/21/1972,240-70-6819,78910,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,51,0,0
Alice Vink,1/28/1973,582-61-2415,15258,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,45,United-States,<=50K,50,4865,0
Beret Wagerfield,6/8/2010,374-24-7042,96153,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,40,United-States,<=50K,13,0,0
Cirillo Krates,2/13/2010,736-03-6510,78715,Local-gov,9th,5,Married-civ-spouse,Other-service,Wife,White,Female,40,Yugoslavia,>50K,13,0,0
Johnath Gentry,2/24/1982,795-48-7404,13543,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,20,Philippines,<=50K,41,0,0
Byran Honatsch,11/17/1965,647-23-6504,91296,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,56,United-States,>50K,58,0,0
Mora Biner,9/21/2008,228-74-3920,55364,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,15,0,0
Dredi Hearnes,3/9/1993,575-90-0254,51545,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,<=50K,30,0,0
Agretha Barley,3/6/1976,160-79-3741,30003,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,40,United-States,<=50K,47,0,0
Angus Grinston,4/6/1976,214-18-1309,86127,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,30,United-States,<=50K,47,0,0
Janey Loftus,7/16/1999,879-84-2056,51354,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,76,United-States,<=50K,24,0,0
Erena Matthiae,4/14/1965,273-39-7287,48871,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K,58,6360,0
Torrey Stradling,4/4/1981,202-28-2187,28708,Private,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,50,United-States,<=50K,42,0,0
Lamar Goldstraw,11/8/2002,833-06-8198,23571,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,21,0,0
Mylo Brodeur,12/12/1959,160-20-0686,5960,,Some-college,10,Never-married,,Own-child,White,Male,25,United-States,<=50K,64,0,0
Mariel Carlisle,12/17/1970,610-18-1279,62616,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,53,0,0
Alfonso Kilshall,10/20/2008,447-92-0448,136,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,15,0,0
Dugald Edney,10/19/1956,829-95-4971,46284,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,38,United-States,<=50K,67,0,0
Correna Everal,2/25/1960,718-87-9719,86316,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,63,3418,0
Allegra Binford,3/2/1966,200-74-2853,9113,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,25,United-States,>50K,57,7688,0
Bonnie Yardley,1/4/1961,425-02-3535,77376,Private,Bachelors,13,Divorced,Craft-repair,Own-child,White,Female,40,United-States,<=50K,62,0,0
Elbertine Ickov,4/18/2006,741-18-9659,7060,,Bachelors,13,Widowed,,Not-in-family,White,Female,40,United-States,<=50K,17,0,0
Bobby Speakman,3/18/1977,513-36-6500,49095,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,>50K,46,0,0
Thedrick Wastie,3/8/1961,450-54-4112,66635,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,38,United-States,<=50K,62,0,0
Ree Geraudel,12/26/1964,343-86-9770,97891,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,<=50K,59,0,0
Ynes Biagioni,2/28/2007,640-50-9511,45152,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,30,United-States,<=50K,16,0,0
Heda Sinfield,1/6/1999,302-73-9197,6630,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,35,Guatemala,<=50K,24,0,0
Andi Bothbie,10/18/1987,229-04-5666,38620,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,>50K,36,0,0
Risa Pendlebury,11/17/2007,899-65-1353,72141,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,>50K,16,0,0
Cass Edgson,3/2/2008,497-66-9266,17750,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,15,0,0
Ivory Adlard,12/10/1997,633-39-0046,76528,Private,11th,7,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,26,0,0
Nikoletta Shurey,2/20/1956,298-89-3865,81016,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K,67,0,0
Mirabella Avon,2/10/2012,873-23-7435,50859,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,11,0,0
Lynne Oriel,1/23/1981,140-45-6698,23437,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,42,0,0
Leilah Wisher,8/4/1967,833-24-1561,33417,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,56,0,0
Jonis Yakhin,9/21/1991,870-46-0782,4744,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K,32,0,0
Brandea Castro,3/11/2012,801-32-9550,45947,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,11,0,625
Jameson Dye,11/20/1954,191-38-4922,48277,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,69,0,0
Charmane Holyland,9/20/1992,824-57-5630,68684,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,31,0,0
Evangelin Greated,11/24/1955,335-24-0395,22635,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,52,United-States,<=50K,68,0,0
Rozella Coulthard,1/16/2010,703-66-0223,32345,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,35,United-States,<=50K,13,0,0
Claudie Saunton,10/19/1966,112-78-0657,29032,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,40,United-States,<=50K,57,0,0
Nancie Arends,5/12/1951,408-03-0395,73995,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,72,3103,0
Coral Tyler,7/1/1999,606-28-9411,72851,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,>50K,24,0,0
Colline Legion,5/6/1959,447-08-9801,54263,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,64,0,0
Waylan Gunn,1/19/1998,437-75-1167,41472,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,25,0,0
Teddy Gerald,10/1/1961,135-69-6099,35715,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,62,0,0
Sara Liddall,8/15/2005,732-04-5776,78222,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,>50K,18,0,0
Doro Fattorini,1/22/1981,695-20-3422,88229,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,41,United-States,>50K,42,0,1977
Reagen Klein,5/14/1987,836-03-7221,84381,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,36,0,1977
Gannie Sterre,5/17/1976,370-80-0274,97722,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,16,United-States,<=50K,47,0,0
Hube Morant,10/10/1991,463-16-7223,88443,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,30,United-States,<=50K,32,0,0
Beckie Prattington,5/22/1981,838-37-1510,84168,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,>50K,42,0,0
Lorianne Haddleston,11/3/1955,128-81-1368,62810,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,68,0,0
Harmonia Birtwell,8/3/1981,547-61-3706,45028,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,42,0,0
Quintina Aubin,11/19/2008,644-43-7143,26031,Private,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,20,Philippines,<=50K,15,0,0
Oran Elsey,1/20/1966,177-60-6147,62463,,10th,6,Never-married,,Own-child,White,Female,15,United-States,<=50K,57,0,0
Pauli Frankcombe,2/16/1980,104-59-1057,34105,Local-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,43,0,0
Hayden Blankau,8/24/1972,876-58-6184,17155,Private,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,50,United-States,<=50K,51,0,0
Leta Whitfeld,8/24/1995,414-02-7855,39817,Self-emp-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,55,United-States,<=50K,28,0,0
Oberon Parish,11/17/1976,387-68-8230,48708,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,47,7443,0
Walliw Avramchik,7/4/1954,865-73-6454,88116,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,Vietnam,<=50K,69,0,0
Lynea Spiaggia,10/17/1971,139-57-7002,31877,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,52,0,0
Nannette Matteoli,10/28/1970,670-75-2081,14114,,HS-grad,9,Widowed,,Not-in-family,White,Male,24,United-States,<=50K,53,0,0
Wallis Langmuir,5/3/2007,850-81-2572,79510,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,16,0,0
Esme Branchett,8/12/1962,392-39-4443,92230,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,61,0,0
Kylynn Bratley,8/27/1973,405-44-9771,8018,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,50,0,0
Alicia Jozwik,1/15/1967,617-45-7731,37459,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,56,0,0
Ethelyn De la Harpe,12/10/1979,440-22-8513,54090,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,49,United-States,>50K,44,0,0
Melisse Klass,7/7/2011,483-52-2678,54450,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,12,0,0
Conny Lordon,2/29/1960,691-99-8487,49847,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,63,0,0
Nariko Presslie,6/18/1963,783-48-5877,23944,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,60,0,0
Nola Dismore,12/19/1956,831-11-9753,16300,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,67,0,0
Essa Fryers,2/21/2010,270-90-6700,14658,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,35,United-States,<=50K,13,0,0
Dareen Smythin,6/1/1964,695-06-4316,49128,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K,59,0,0
Raddy O' Flaherty,9/10/1962,184-61-0527,83093,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,>50K,61,0,0
Basilio Raynham,4/1/1952,494-79-7790,37490,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,71,0,0
Jany Hayle,4/12/1986,836-94-8396,73506,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,55,United-States,<=50K,37,0,0
Helge Basey,10/4/2009,378-22-1944,6338,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,14,0,0
Clemens Cisar,7/13/1983,394-10-8196,50608,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,40,0,0
Natasha Carrivick,8/24/1956,119-41-0108,69351,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,32,United-States,>50K,67,0,0
Nate Farnham,8/27/2002,536-55-4737,11744,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,30,United-States,<=50K,21,0,0
Ker McCrachen,4/13/1996,557-04-2396,6345,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,50,United-States,>50K,27,0,0
Tobey Fagge,1/15/1955,297-43-7266,91787,Private,HS-grad,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,6,United-States,<=50K,68,0,0
Phoebe Whooley,12/2/1972,532-95-6169,41991,Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,65,United-States,<=50K,51,0,0
Rourke Fink,10/23/1991,461-57-4713,30033,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,65,United-States,>50K,32,0,0
Tomas Barday,9/23/1995,833-54-7472,81695,Private,Bachelors,13,Divorced,Craft-repair,Unmarried,White,Male,50,United-States,<=50K,28,0,0
Catharina Hesse,11/3/1994,847-77-6384,78027,Self-emp-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,29,10520,0
Yalonda McCuis,4/21/1960,441-97-7252,2012,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,63,0,0
Mohandas Snelson,3/17/1969,366-90-4578,84783,Private,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,48,Mexico,<=50K,54,0,0
Jolynn Blaes,1/5/2002,544-56-6595,16888,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,40,,<=50K,21,0,0
Gabrielle Coppo,2/6/1951,320-65-2758,65833,Private,Some-college,10,Widowed,Craft-repair,Unmarried,White,Female,50,United-States,<=50K,72,0,0
Erwin Dulieu,6/15/1969,648-45-3701,83998,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,35,United-States,<=50K,54,0,0
Shannah Bertl,9/17/1985,273-70-9634,13463,Self-emp-inc,Bachelors,13,Divorced,Farming-fishing,Unmarried,White,Male,50,United-States,<=50K,38,0,0
Thomasin Sterricker,2/7/1990,813-51-3889,75764,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,33,0,0
Nerty Collister,12/16/1963,623-21-0254,25851,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,60,0,0
Linnet Mowsdale,3/16/2000,758-98-0323,14565,State-gov,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,23,15024,0
Galen Canlin,4/22/1973,557-04-0901,25426,Private,11th,7,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,50,0,0
Zorana Daveren,1/7/2009,398-46-3271,54662,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,14,0,0
Loralie Mullan,5/12/1985,796-30-7092,47821,Self-emp-inc,10th,6,Never-married,Other-service,Own-child,White,Male,4,United-States,<=50K,38,0,0
Sibylle Grishin,1/22/1992,444-02-7607,39633,Local-gov,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Female,40,United-States,<=50K,31,0,0
Cletis Matusiak,12/22/1953,668-06-7144,70040,Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,Poland,<=50K,70,0,0
Leia Preston,10/21/1991,838-26-8924,53246,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,32,0,0
Guenevere Minney,10/19/1974,689-59-1143,77116,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,25,United-States,<=50K,49,0,0
Vittoria Rowbury,3/1/1967,115-27-8001,19477,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,56,0,0
Stacey Robison,5/3/1975,186-41-8874,65978,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Other,Female,40,United-States,<=50K,48,0,0
Marleah Ebrall,1/29/2004,850-19-6361,84163,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,35,United-States,<=50K,19,0,0
Brandie Pilger,8/5/1998,459-75-1439,26313,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,25,0,0
Genvieve Quinnette,4/7/2007,807-79-5051,18759,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K,16,0,0
Fletch Walters,8/9/1990,287-70-3953,91779,,HS-grad,9,Never-married,,Not-in-family,White,Female,28,United-States,<=50K,33,0,0
Dorian Hanham,12/13/1958,260-55-5251,86002,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,48,United-States,<=50K,65,0,0
Katey Rhubottom,11/17/1981,184-10-4108,78569,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,42,0,0
Ganny Gaddas,3/27/1985,621-29-1442,39321,Self-emp-not-inc,11th,7,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,38,0,0
Gennifer La Grange,2/7/1975,114-62-5507,73718,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,48,0,0
Wynne Kroon,12/19/1985,367-77-6889,72978,Private,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,40,United-States,<=50K,38,0,0
Alexandrina Hutcheon,5/26/1983,567-84-1313,24273,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,30,United-States,<=50K,40,0,0
Billie Bernardini,1/17/1991,369-36-9054,80915,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,32,99999,0
Angie Herion,5/26/1990,361-68-1496,3884,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,33,0,0
Delphine Medd,1/8/2011,279-31-5455,94579,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,United-States,<=50K,12,0,0
Cesya Stockey,4/25/1958,323-97-1866,66611,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,25,United-States,<=50K,65,0,0
Rosalinda O'Glassane,3/16/1992,426-39-9757,16826,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,31,0,2377
Becka Osmon,5/27/1985,721-70-9350,2071,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,35,United-States,<=50K,38,0,0
Kerianne Griffitts,1/3/1962,346-67-1334,25550,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,61,0,0
Remus Inglefield,4/19/1970,497-42-8489,78303,State-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,53,0,0
Zacharias Stiebler,12/31/1986,368-95-5117,48912,Private,Some-college,10,Never-married,Sales,Own-child,Black,Male,30,United-States,<=50K,37,0,0
Ruddy Bulward,2/24/1967,829-33-6849,87336,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,40,United-States,<=50K,56,0,0
Jamil Sarsons,10/12/1956,431-57-1022,69142,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,67,0,0
Rosamond Gorbell,11/22/1979,336-99-7303,23824,Private,9th,5,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K,44,2907,0
Gwenni Hurcombe,1/2/1983,538-47-4794,21929,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,Canada,>50K,40,0,0
Babita Hector,6/26/1961,363-93-5797,92084,Private,HS-grad,9,Married-AF-spouse,Craft-repair,Wife,Black,Female,42,United-States,>50K,62,0,0
Maud Tuison,8/9/1991,174-89-2915,90230,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,32,0,0
Culver Pedrocchi,7/11/2010,664-59-6706,87844,Private,Some-college,10,Divorced,Sales,Unmarried,White,Male,55,United-States,>50K,13,0,0
Glyn Colbran,10/5/1955,453-47-8130,42874,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K,68,0,0
Albie Cockerill,2/7/2012,209-49-2382,58272,,Prof-school,15,Married-civ-spouse,,Husband,White,Male,6,Mexico,<=50K,11,0,0
Jethro Maskell,9/15/1991,316-96-4781,87286,Local-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,32,0,0
Val Diviney,6/23/1983,689-39-5929,20266,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,40,3464,0
Norman Kleinsmuntz,6/9/1955,692-79-4792,99969,Private,Masters,14,Never-married,Sales,Not-in-family,White,Male,50,United-States,>50K,68,0,0
Martha Freear,7/19/1988,895-79-9374,88538,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,35,0,0
Leif Sabater,10/20/1969,831-21-0925,6298,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,54,0,0
Annette Ducastel,2/6/1985,642-50-3003,4350,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,43,United-States,<=50K,38,0,0
Dawn Lethbrig,9/8/1972,372-53-2713,1409,State-gov,Some-college,10,Separated,Tech-support,Not-in-family,White,Male,12,United-States,<=50K,51,0,0
Darcy Walcher,5/4/1958,732-60-7037,51379,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,>50K,65,0,0
Fletch Trainer,1/30/2006,112-80-9590,44962,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,17,0,0
Rad Malpass,5/3/1959,721-87-1961,10842,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K,64,0,0
Jodi Kobpac,9/20/1962,392-94-7773,92794,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,<=50K,61,0,0
Sonnie Boustred,11/9/1962,138-40-2713,75519,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,61,0,0
Vladimir Guage,6/7/1992,802-29-3563,85803,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,31,7298,0
Gareth Ord,7/16/2008,524-40-3121,44865,Private,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,Black,Male,60,United-States,<=50K,15,0,0
Alie McGahey,11/26/1975,347-15-0722,98797,State-gov,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,48,0,0
Vonni Sneddon,10/10/1986,220-12-3904,51765,,HS-grad,9,Never-married,,Own-child,White,Male,40,Mexico,<=50K,37,0,0
Devora Eton,9/23/1992,627-60-6673,80321,Private,Some-college,10,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Male,24,India,<=50K,31,0,0
Lothario Maria,11/13/1977,812-32-7794,6642,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,46,0,0
Lilas Cruise,1/13/1960,725-82-7333,68799,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,80,United-States,<=50K,63,0,0
Nerita Klosser,7/17/1987,320-48-6332,4637,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,36,0,0
Cyrille Verillo,2/7/1985,813-95-1898,36168,Local-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,>50K,38,0,0
Ogden Burbridge,5/19/1954,691-26-0939,99685,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,69,0,0
Ester Raymont,7/15/1958,761-59-8311,55896,Private,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,65,3325,0
Rosabella Standbrook,7/15/1964,316-59-1637,73363,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,Black,Female,40,United-States,>50K,59,15024,0
Ebenezer O' Mara,7/1/1988,665-37-2921,486,Private,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,35,0,0
Melissa Gerrit,6/29/1955,641-64-9573,29430,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,<=50K,68,0,0
Cosette Confait,9/14/1991,276-48-7481,41102,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,64,United-States,<=50K,32,0,0
Darci Kopacek,7/20/1986,364-21-2288,28471,Private,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,35,United-States,<=50K,37,0,0
Purcell De Lasci,12/28/1999,637-24-9838,51430,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,<=50K,24,3781,0
Lorita Measom,1/11/1994,645-69-5492,3105,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K,29,0,0
Bobine Mettetal,3/12/1961,607-41-2942,18931,Local-gov,11th,7,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,62,0,0
Siward Harmson,2/19/1952,791-06-5839,83536,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,71,0,0
Bennie Currier,11/13/1957,320-04-4941,3076,,Prof-school,15,Divorced,,Not-in-family,White,Male,5,United-States,<=50K,66,0,0
Elna Cheavin,8/11/1973,628-70-0880,53402,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,50,0,0
Quent Sanz,10/12/1994,431-99-1443,14956,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,29,0,0
Ashlan Mulheron,12/8/1961,612-74-9385,62123,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,62,0,0
Vivian Andriesse,8/7/2006,291-85-1189,42428,State-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,17,0,0
